report_date_as_yyyy_mm_dd,market_and_exchange_names,open_interest_all,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,lev_net_position
2014-01-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2912005,557384,873135,87759,-315751
2014-02-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,771947,111344,183180,44551,-71836
2014-02-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2985967,599042,914463,86641,-315421
2014-02-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,174754,17141,25892,1618,-8751
2014-02-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,808380,105003,196650,42570,-91647
2014-02-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,192719,18867,21062,1954,-2195
2014-02-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3078305,551982,999244,81778,-447262
2014-02-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,201030,20756,24503,1964,-3747
2014-02-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3163772,556690,1020978,98906,-464288
2014-02-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,833784,103026,199631,50813,-96605
2014-02-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3190988,573234,1003564,103664,-430330
2014-02-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,212848,23094,29093,2061,-5999
2014-02-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,851046,99661,191726,60874,-92065
2014-03-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,880372,100658,201389,68566,-100731
2014-03-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,220157,23915,34624,2117,-10709
2014-03-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3301075,601829,1051941,114131,-450112
2014-03-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,899687,94790,202750,62368,-107960
2014-03-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,225984,18469,31101,2223,-12632
2014-03-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3368513,559171,1035810,123160,-476639
2014-03-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,253922,16171,34830,2888,-18659
2014-03-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,1029593,106060,205758,78428,-99698
2014-03-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3878357,632513,1037709,194634,-405196
2014-03-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,123300,3593,7514,409,-3921
2014-03-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2801131,446653,875058,84480,-428405
2014-03-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,683526,90698,180300,19531,-89602
2014-04-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,681463,93306,170812,23817,-77506
2014-04-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2801019,471774,846655,87650,-374881
2014-04-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,121259,4588,7117,651,-2529
2014-04-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2760817,423830,823723,91397,-399893
2014-04-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,676428,83106,164129,28119,-81023
2014-04-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,124265,7453,8498,726,-1045
2014-04-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,126353,6572,13966,770,-7394
2014-04-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,688040,88643,171139,30284,-82496
2014-04-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2808434,467503,843015,90420,-375512
2014-04-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2793289,501410,844658,76820,-343248
2014-04-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,686751,99876,170962,24841,-71086
2014-04-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,128093,8554,10991,517,-2437
2014-04-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2852227,501794,837504,86366,-335710
2014-04-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,132228,13268,9746,523,3522
2014-04-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,702673,101578,165198,29845,-63620
2014-05-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,703712,90275,175210,34640,-84935
2014-05-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2851024,488370,872421,97175,-384051
2014-05-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,133507,7036,15161,770,-8125
2014-05-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2952843,508172,899972,110911,-391800
2014-05-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,729317,98148,181172,36320,-83024
2014-05-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,138748,9655,14319,996,-4664
2014-05-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2964178,487688,926725,114718,-439037
2014-05-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,742933,86024,186096,44074,-100072
2014-05-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,150097,8421,20686,1195,-12265
2014-05-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,149768,9016,17349,1882,-8333
2014-05-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,758245,97311,186592,39140,-89281
2014-05-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3042386,510091,914835,117671,-404744
2014-06-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,774514,98320,193478,46297,-95158
2014-06-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3090854,523101,940213,128980,-417112
2014-06-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,156343,11036,22772,3165,-11736
2014-06-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,171392,15306,20917,3966,-5611
2014-06-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,814572,103322,199872,51265,-96550
2014-06-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3215901,530797,985490,145780,-454693
2014-06-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3542606,583446,1040648,222729,-457202
2014-06-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,205504,12232,22872,3973,-10640
2014-06-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,914025,110856,212937,66584,-102081
2014-06-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2864180,418086,994539,87436,-576453
